idx,en,vn,word_type,word_type_vn
26649,iliospinal,xương chậu-cột sống,a,tính từ
26650,iliothoracopagus,liên thai dính chậu-ngực,n,danh từ
26651,iliotibial,xương chậu-chày,a,tính từ
26652,iliotrochanteric,xương chậu-mấu chuyển,a,tính từ
26653,ilioxiphopagus,liên thai dính hông-mõm ức,n,danh từ
26654,ilium,xương chậu,n,danh từ
26655,ill,"ốm, đau yếu",a,tính từ
26656,ill,"đau, chứng; bất hạnh; tai họa, tai ương",n,danh từ
26657,illacrimation,tràn trụa nước mắt,n,danh từ
26658,illaqueation,kéo quặm  (xưa),n,danh từ
26659,Illicium,hồi (cây),n,danh từ
26660,illinition,"xoa (thuốc, dầu)",n,danh từ
26661,illness,"bệnh, chứng",n,danh từ
26662,illumination,chiếu sáng,n,danh từ
26663,illuminator,đèn chiếu sáng,n,danh từ
26664,illuminism,"thần cảm (hoang tưởng), thông thần (hoang tưởng)",n,danh từ
26665,ima,thấp nhất,a,tính từ
26666,image,"hình, hình ảnh, ảnh, hình tượng",n,danh từ
26667,imaging,"thành hình, tạo ảnh ",n,danh từ
26668,magnetic resonance imaging,tạo ảnh bằng cọng hưỏng từ,MRI,MRI
26669,imagocide,diệt thành trùng (chất),n,danh từ
26670,imbalance,"mất cân bằng , thất điều",n,danh từ
26671,imbecile,"đần,  đần (người)","n,a","danh từ, tính từ"
26672,imbecility,"đần , thiểu năng tâm thần",n,danh từ
26673,imbed,gắn tiêu bản,v,động từ
26674,imbibition,thấm,n,danh từ
26675,imbricated,cưỡi lên nhau ,a,tính từ
26676,ImD50,bán liều miễn dịch,mediane immunising dose,mediane immunising dose
26677,immature,"chưa chín chắn, chưa trưởng thành",a,tính từ
26678,immediate,"trực tiếp, lập tức",a,tính từ
26679,immedicable,không chữa được,a,tính từ
26680,immersion,ngâm,n,danh từ
26681,immiscible,không thể trộn lẫn,a,tính từ
26682,immobility,bất động (trạng thái),n,danh từ
26683,immobilization,bất động ; cố định,n,danh từ
26684,immobilize,bất động ; cố định,v,động từ
26685,immobilizer,bất động (máy đo); cố định (thiết bị),n,danh từ
26686,immortalization,bất tử hóa (trạng thái) ,n,danh từ
26687,immune,"miễn dịch , hệ miễn dịch ",a,tính từ
26688,immunity,miễn dịch,n,danh từ
26689,immunization,"tạo miễn dịch , gây miễn dịch ",n,danh từ
26690,immunize,"tạo miễn dịch, gây miễn dịch ",v,động từ
26691,immunoadjuvant,tá chất miễn dịch ,n,danh từ
26692,immunoadsorbent,hấp phụ miễn dich (chất),n,danh từ
26693,immunoadsorption,hấp thu miễn dịch,n,danh từ
26694,immunoassay,định lượng miễn dich,n,danh từ
26695,immunoblot,thấm miễn dịch (kỹ thuật),n,danh từ
26696,immunochemotherapy,hóa học miễn dịch liệu pháp ,n,danh từ
26697,immunocomplex,phức hợp miễn dịch,n,danh từ
26698,immunocompromised,tổn thương miễn dịch ,a,tính từ
26699,immunoconglutinin,"Immunoconglutinin (một loại tự kháng thể chống các thành phần bổ thể C3, C4)",n,danh từ
26700,immunocyte,tế bào miễn dịch,n,danh từ
26701,immunocytoadherence,kỹ thuật tạo hoa hồng (kết dính tế bào),n,danh từ
26702,immunocytochemistry,hóa học miễn dịch tế bào,n,danh từ
26703,immunodeficiency,thiếu hụt miễn dịch  ,"n,a","danh từ, tính từ"
26704,immunodermatology,miễn dịch học da liễu,n,danh từ
26705,immunodeviation,biến đổi miễn dịch,n,danh từ
26706,immunodiagnosis,miễn dịch chẩn đoán,n,danh từ
26707,immunodiffusion,miễn dịch khuyếch tán ,n,danh từ
26708,immunoelectrophoresis,"điện di miễn dịch, miễn dịch điện di   ",n,danh từ
26709,immunoferritin,ferritin  miễn dịch ,n,danh từ
26710,immunofiltration,lọc miễn dịch,n,danh từ
26711,immunofluorescence,miễn dịch huỳnh quang,n,danh từ
26712,immunogen,"miễn dịch nguyên, chất sinh miễn dịch",n,danh từ
26713,immunoglobulin,"immunoglobulin, globulin miễn dịch",n,danh từ
26714,immunoglobulinopathy,globulin miễn dịch,n,danh từ
26715,immunohematology,miễn dịch huyết học,n,danh từ
26716,immunohistochemical,miễn dịch mô hóa học,a,tính từ
26717,immunohistofluorescence,miễn dịch mô huỳnh quang,n,danh từ
26718,immunoincompetent,mất khả năng miễn dịch,a,tính từ
26719,immunologist,miễn dịch học gia,n,danh từ
26720,immunolymphoscintigraphy,chụp nhấp nháy limphô miễn dịch,n,danh từ
26721,immunomodulation,miễn dịch điều biến,n,danh từ
26722,immunomodulator,miễn dịch điều biến (chất),"n,a","danh từ, tính từ"
26723,immunoparasitology,miễn dịch ký sinh trùng học,n,danh từ
26724,immunopathogenesis,miễn dịch bệnh sinh,n,danh từ
26725,immunophenotype,phenotyp miễn dịch,n,danh từ
26726,immunophysiology,miễn dịch sinh lý học,n,danh từ
26727,immunopotency,hiệu giá miễn dịch,n,danh từ
26728,immunopotentiation,cường hóa miễn dịch,n,danh từ
26729,immunopotentiator,cường hóa miễn dịch (chất),n,danh từ
26730,immunoprecipitation,miễn dịch kết tủa,n,danh từ
26731,immunoproliferative,miễn dịch tăng sinh,a,tính từ
26732,immunoprophylaxis,miễn dịch dự phòng,n,danh từ
26733,immunoreactant,gây phản ứng miễn dịch (chất),n,danh từ
26734,immunoreactivity,phản ứng miễn dịch,n,danh từ
26735,immunoregulation,điều tiết miễn dịch,n,danh từ
26736,immunoresponsiveness,khả năng đáp ứng miễn dịch ,n,danh từ
26737,immunoscintigraphy,chụp lấp lánh miễn dịch,n,danh từ
26738,immunoselection,miễn dịch chọn lọc,n,danh từ
26739,immunostimulant,kích thích miễn dịch (chất),n,danh từ
26740,immunostimulation,kích thích miễn dịch,n,danh từ
26741,immunosuppressant,giảm miễn dịch (chất),"n,a ","a,n "
26742,immunosuppression,giảm miễn dịch,n,danh từ
26743,immunosuppressive,giảm miễn dịch ,a,tính từ
26744,immunosurveillance,theo rõi miễn dịch,n,danh từ
26745,immunotherapy,miễn dịch liệu pháp,n,danh từ
26746,immunotoxin,"kháng độc tố, miễn dịch độc tố",n,danh từ
26747,immunotransfusion,truyền máu miễn dịch,n,danh từ
26748,impact,"va chạm, lèn chặt, vùi, kẹt ",n,danh từ
26749,impacted,kẹt,a,tính từ
26750,impaction,"lèn, kẹt ",n,danh từ
26751,impalpable,"không sờ thấy, rất mịn , rất nhỏ",a,tính từ
26752,impar,lẻ;  đơn,a,tính từ
26753,imparidigitate,lẻ số ngón (có)  (chân hoặc tay),a,tính từ
26754,impedance,trở kháng,n,danh từ
26755,imperception,kém khả năng tri giác,n,danh từ
26756,imperforate,không thủng,a,tính từ
26757,imperforation,không thủng,n,danh từ
26758,impermeable,"không thấm ( nước, dịch)",a,tính từ
26759,impervious,không thể xuyên qua,a,tính từ
26760,impetiginization,"impetigo hóa, chốc hóa, lở hóa",n,danh từ
26761,impilation,xếp thành cọc hồng cầu  ,n,danh từ
26762,implant,cấy,v,động từ
26763,implant,"mảnh cấy, viên cấy",n,danh từ
26764,implantodontics,cắm ghép răng (khoa),n,danh từ
26765,implantodontist,cắm ghép răng  (nha sĩ),n,danh từ
26766,implantology,cấy ghép (khoa),n,danh từ
26767,implosion,dĩ khủng trị khủng,n,danh từ
26768,imponderable,"không có trọng lượng, rất nhẹ",a,tính từ
26769,impotence,"bất lực, liệt dục",n,danh từ
26770,impressio,"dấu vết, dấu ấn, ấn tượng",n,danh từ
26771,imprinting,dấu ấn  (Tâm lý),n,danh từ
26772,inacidity,vô toan,n,danh từ
26773,inactivate,khử hoạt tính,v,động từ
26774,inactivation,"vô hoạt, vô hiệu, khử hoạt tính ",n,danh từ
26775,inactivator,khử hoạt tính (chất),n,danh từ
26776,inalimental,"vô bổ, vô dinh dưỡng",a,tính từ
26777,inanimate,"không có sức sống,vô sinh khí",a,tính từ
26778,inanition,đói lã ,n,danh từ
26779,inappetence,không muốn ăn,n,danh từ
26781,in articulo mortis,"lâm chung (lúc), sắp chết (lúc)",n,danh từ
26782,inassimilable,không thể đồng hóa,a,tính từ
26783,inattention,"thiếu chú ý , sơ suất ",n,danh từ
26784,inborn,bẩm sinh,a,tính từ
26785,inbreeding,"cận giao, giao phối cận thân ",n,danh từ
26786,incandescent,"nóng sáng, cháy sáng",a,tính từ
26787,incarcerated,"nghẹt, thắt nghẽn",a,tính từ
26788,incarceration,"nghẹt, thắt nghẽn ",n,danh từ
26789,incarnatio,mọc thụt vào,Latin,tiếng La-tinh
26790,incarnative,sinh nụ thịt,a,tính từ
26791,incertae sedis,vị trí không xác định (trong phân loại),Latin,tiếng La-tinh
26792,incest,"hôn nhân cận thân, loạn luân",n,danh từ
26793,inch,"in (2,54cm)",n,danh từ
26794,incident,"tới, xảy ra bất ngờ",a,tính từ
26795,incineration,"thiêu , hỏa tán",n,danh từ
26796,incipient,"sơ phát, sơ kỳ, mới phát",a,tính từ
26797,incisal,"sắc bén, cắt",a,tính từ
26798,incised,"cắt, rạch",a,tính từ
26800,incisolabial,răng cửa-môi  ,a,tính từ
26801,incisolingual,răng cửa-lưỡi  ,a,tính từ
26802,incisoproximal,răng cửa-mặt kế cận,a,tính từ
26803,incisor,răng cửa,n,danh từ
26804,incisure,khuyết,n,danh từ
26805,incline,"mặt nghiêng, dốc",n,danh từ
26806,inclinometer,thiết bị đo độ nghiêng,n,danh từ
26807,incoherent,"không mạch lạc, rời rạc",a,tính từ
26808,incompatibility,tương kỵ,n,danh từ
26809,incompatible,tương kỵ,a,tính từ
26810,incompetent,"thiếu khả năng, bất tài ",a,tính từ
26811,incompressible,không nén được,a,tính từ
26812,incontinence,"không kìm được, không tự chế",n,danh từ
26813,incontinent,không kìm được,a,tính từ
26814,incorporation,"sát nhập, pha trộn, hợp nhất ",n,danh từ
26815,incostapedial,xương đe-bàn đạp,a,tính từ
26816,increment,gia tăng ; lượng tăng,n,danh từ
26817,incretion,nội tiết,n,danh từ
26818,incretogenous,do nội tiết,a,tính từ
26819,incross,nội lai  (lai đồng hợp tử),n,danh từ
26820,incubate,"ấp, ủ",v,động từ
26821,incubator,"lồng ấp trẻ, máy ấp, tủ ấp",n,danh từ
26823,incudal,xương đe,a,tính từ
26824,incudectomy,cắt bỏ xương đe,n,danh từ
26825,incudiform,hình đe,a,tính từ
26826,incudomalleal,xương đe-búa,a,tính từ
26827,incudostapedial,xương đe-bàn đạp,a,tính từ
26828,incurable,không chữa được,a,tính từ
26829,incurvation,uống cong vào,n,danh từ
26830,incus,xương đe,n,danh từ
26831,incyclophoria,lác ẩn vòng trong,n,danh từ
26832,incyclotropia,lác vòng trong,n,danh từ
26833,in d.,mỗi ngày,daily,daily
26834,indenization,cư trú tế bào di căn,n,danh từ
26835,indican,indican,n,danh từ
26836,Indicanemia,indican-huyết,n,danh từ
26837,indicanmeter,indican kế,n,danh từ
26838,indicanorachia,indican-dịch não tủy,n,danh từ
26839,indicanuria,indican-niệu,n,danh từ
26840,indicophose,ảo giác màu chàm,n,danh từ
26841,indiffeùrence,"thờ ơ, lãnh đạm, bàng quan ",French,tiếng Pháp
26842,indifferent,"thờ ơ, lãnh đạm, bàng quan;  trung tính (Hóa);  không khác biệt (SH)",a,tính từ
26843,indigenous,"bản xứ, bản địa",a,tính từ
26844,indigestible,"không tiêu hóa, khó tiêu",a,tính từ
26845,indigestion,"không tiêu hóa, khó tiêu ",n,danh từ
26846,indigitation,lồng ruột,n,danh từ
26847,indigo,"indigo, chàm",n,danh từ
26848,indirect,gián tiếp,a,tính từ
26849,indirubin,Indirubin,n,danh từ
26850,indirubinuria,indirubin-niệu,n,danh từ
26851,indiscriminate,không phân biệt,a,tính từ
26852,indisposition,"khó ở, khó chịu",n,danh từ
26853,individualization,"cá thể hóa , hình thành cá thể ",n,danh từ
26854,indolaceturia,indolacetic-niệu,n,danh từ
26855,indole,Indol,n,danh từ
26856,indologenous,sinh indol,a,tính từ
26857,indoluria,indol-niệu,n,danh từ
26858,indoxylemia,indoxyl-huyết,n,danh từ
26859,indoxyluria,indoxyl-niệu,n,danh từ
26860,inducer,"cảm ứng (chất, tác nhân)",n,danh từ
26861,inducible,gây nên do cảm ứng,a,tính từ
26862,inductance,điện cảm,n,danh từ
26863,induction,"cảm ứng , khởi phát ",n,danh từ
26864,inductor,"cảm ứng (chất), tác nhân kích thích",n,danh từ
26865,inductotherm,nhiệt cảm ứng điện (máy đo),n,danh từ
26866,inductothermy,liệu pháp nhiệt cảm ứng điện (gây sốt bằng cảm ứng điện) ,n,danh từ
26867,indulin,Indulin,n,danh từ
26868,indulinophilic,dễ bắt màu indulin,a,tính từ
26869,indurated,"làm cứng, làm chai",a,tính từ
26870,indusium griseum,dải xám,n,danh từ
26871,indwelling,giữ lưu,a,tính từ
26872,inebriant,say (chất làm),"n,a","danh từ, tính từ"
26873,inebriate,"say (làm), mê (làm) ",v,động từ
26874,inebriation,say rượu,n,danh từ
26875,inebriety,"say rượu , nghiện rượu ",n,danh từ
26876,inelastic,mất đàn hồi,a,tính từ
26877,inert,trơ,a,tính từ
26878,in extremis,"lâm chung (lúc), sắp chết (lúc)",Latin,tiếng La-tinh
26879,infancy,"thời kỳ sơ sinh, thời kỳ hài nhi",n,danh từ
26880,infant,"hài nhi , hài nhi (trẻ)","n,a","danh từ, tính từ"
26881,infanticide,sát nhi,n,danh từ
26882,infantile,ấu trĩ ; sơ sinh,a,tính từ
26883,infantilism,nhi tính,n,danh từ
26884,infarct,nhồi máu,n,danh từ
26885,infarctectomy,cắt bỏ nhồi máu,n,danh từ
26886,infaust,bất lợi,a,tính từ
26887,infect,"truyền nhiễm, lây nhiễm, cảm nhiễm",v,động từ
26888,infectible,khả năng cảm nhiễm,a,tính từ
26889,infection,"truyền nhiễm, nhiễm khuẩn ",n,danh từ
26890,infectiosity,mức độ lây nhiễm,n,danh từ
26891,infectious,truyền nhiễm,a,tính từ
26892,infectiousness,truyền nhiễm,n,danh từ
26893,infective,"truyền nhiễm, gây nhiễm khuẩn",a,tính từ
26894,infecundity,vô sinh,n,danh từ
26895,inferior,"dưới, hạ",a,tính từ
26896,inferolateral,dưới-bên,a,tính từ
26897,inferomedian,dưới-giữa,a,tính từ
26898,inferonasal,mũi-dưới (phía) (Mắt),a,tính từ
26899,inferoposterior,dưới-sau,a,tính từ
26900,inferotemporal,thái dương dưới (phía) (Mắt),a,tính từ
26901,infertility,vô sinh,n,danh từ
26902,infestation,nhiễm ký sinh trùng,n,danh từ
26903,infibulation,khóa chặn giao hợp,n,danh từ
26904,infiltrate,"thâm nhiễm, ngấm (chất)",n,danh từ
26905,infiltration,thâm nhiễm,n,danh từ
26906,infirm,ốm yếu ,a,tính từ
26907,infirmary,"trạm xá, bệnh xá",n,danh từ
26908,infirmity,"ốm yếu , hom hem ",n,danh từ
26909,inflammagen,kích thích gây viêm (chất),n,danh từ
26910,inflation,"căng, phồng  ",n,danh từ
26911,inflator,bơm căng (máy đo),n,danh từ
26912,inflorescence,cụm hoa,n,danh từ
26913,influenzavirus,"influenzavirus ,virut cúm",n,danh từ
26915,informosome,thông tín thể,n,danh từ
26916,infra-,"hạ,dưới",pref.,tiền tố
26917,infra-axillary,dưới nách,a,tính từ
26918,infrabulge,thân dưới vòng lớn  (RHM),n,danh từ
26919,infraclass,hạ lớp ,n,danh từ
26920,infraclavicular,dưới xương đòn ,a,tính từ
26921,infraclusion,"khớp cắn  dưới mức, cắn hở",n,danh từ
26922,infraconstrictor,cơ khít hầu dưới,n,danh từ
26923,infracortical,dưới vỏ,a,tính từ
26924,infracostal,dưới sườn,a,tính từ
26925,infracotyloid,dưới ổ cối,a,tính từ
26926,infraction,gảy chớp  (xương),n,danh từ
26927,infradentale,điểm dưới răng (RHM),n,danh từ
26928,infradian,hơn một ngày (thời gian trên 28 giờ),a,tính từ
26929,infradiaphragmatic,dưới cơ hoành,a,tính từ
26930,infraduction,mắt quay xuống  ,n,danh từ
26931,infraglenoid,dưới ổ chảo,a,tính từ
26932,infraglottic,dưới thanh môn,a,tính từ
26933,infrahyoid,dưới xương móng,a,tính từ
26934,infrainguinal,dưới dây chằng bẹn,a,tính từ
26935,inframamillary,dưới núm vú,a,tính từ
26936,inframammary,dưới vú,a,tính từ
26937,inframandibular,dưới hàm dưới,a,tính từ
26938,inframarginal,dưới bờ,a,tính từ
26939,inframaxillary,dưới hàm trên,a,tính từ
26940,infranuclear,dưới nhân,a,tính từ
26941,infraocclusion,khớp cắn dưới mức,n,danh từ
26942,infraorbital,dưới ổ (hốc) mắt,a,tính từ
26943,infrapatellar,dưới xương bánh chè,a,tính từ
26944,infrapsychic,"dưới lĩnh vực tinh thần, dưới ngưỡng ý thức; tự động  ",a,tính từ
26945,infrared,hồng ngoại (tia),"n,a","danh từ, tính từ"
26946,infrascapular,dưới xương bả vai,a,tính từ
26947,infrasonic,hạ âm,a,tính từ
26948,infraspinous,dưới gai xương bả vai,a,tính từ
26949,infrasternal,dưới xương ức,a,tính từ
26950,infrastructure,"nền, hạ tầng cấu trúc",n,danh từ
26951,infratemporal,dưới thái dương,a,tính từ
26952,infratentorial,dưới lều,a,tính từ
26953,infratonsillar,dươi amidan (hạnh nhân),a,tính từ
26954,infratracheal,dưới khí quản,a,tính từ
26955,infratrochlear,dưới ròng rọc,a,tính từ
26956,infratubal,dưới ống,a,tính từ
26957,infraturbinal,dưới xương xoăn,a,tính từ
26958,infraumbilical,dưới rốn,a,tính từ
26959,infravergence,quay xuống  (một mắt) ,n,danh từ
26960,infriction,xoa thuốc,n,danh từ
26961,infundibular,phễu,a,tính từ
26962,infundibulectomy,cắt bỏ nón động mạch,n,danh từ
26963,infundibuliform,dạng phễu,a,tính từ
26964,infundibuloma,u phễu tuyến yean,n,danh từ
26965,infundibulopelvic,đài-bể thận,a,tính từ
26966,infundibulum,phễu,n,danh từ
26967,infusible,không nóng chảy,a,tính từ
26969,infusodecoction,hãm sắc (thuốc),n,danh từ
26970,Infusoria,"Trùng cỏ, Trùng bùn (lớp), Tiêm mao (ngành)",n,danh từ
26971,infusum,"thuốc hãm, thuốc ngâm",n,danh từ
26972,ingesta,"thức ăn uống, ẩm thực vật",n,danh từ
26973,ingestant,thức ăn uống,n,danh từ
26974,ingestion,ăn uống,n,danh từ
26975,ingestive,ăn uống,a,tính từ
26976,ingravescent,trầm trọng dần,a,tính từ
26977,ingrowth,mọc vào,a,tính từ
26978,inguen,bẹn,n,danh từ
26979,inguinal,bẹn,a,tính từ
26980,inguinoabdominal,bẹn-bụng,a,tính từ
26981,inguinocrural,bẹn-đùi,a,tính từ
26982,inguinodynia,đau bẹn,n,danh từ
26983,inguinolabial,bẹn-môi,a,tính từ
26984,inguinoscrotal,bẹn-bìu,a,tính từ
26985,inhalant,xông (thuốc),n,danh từ
26986,inhalation,"xông, hít , (thuốc)",n,danh từ
26987,inhale,hít,v,động từ
26988,inherent,"vốn có, cố hữu; bản chất; bẩm sinh",a,tính từ
26989,inheritance,di truyền,n,danh từ
26990,inhibin,inhibin,n,danh từ
26991,inhibit,ức chế,v,động từ
26992,inhibition,ức chế,n,danh từ
26993,inhibitor,ức chế (chất),n,danh từ
26994,inhibitory,ức chế ,a,tính từ
26995,inhomogeneity,"không thuần nhất , không đồng chất ",n,danh từ
26996,inhomogeneous,"không thuần nhất, không đồng chất ",a,tính từ
26997,iniac,inion,a,tính từ
26998,iniad,hướng inion,a,tính từ
26999,iniencephalus,thoát vị não chẩm (dị tật),n,danh từ
27000,iniencephaly,thoát vị não chẩm (dị tật),n,danh từ
27001,inio-,"chẩm, chỏm đầu",pref.,tiền tố
27002,inion,inion (điểm cao nhất ụ chẩm ngoài),n,danh từ
27003,iniopagus,liên thai dính chẩm,n,danh từ
27004,iniops,quái thai hai mặt (mặt sau bất toàn),n,danh từ
27005,initial,"khởi đầu, sơ khai",a,tính từ
27006,initiation,khởi đầu,n,danh từ
27007,initiator,khởi đầu (chất),n,danh từ
27008,initis,viêm cơ ,n,danh từ
27009,injectable,tiêm được,a,tính từ
27010,injector,bơm tiêm,n,danh từ
27011,injury,tổn thong,n,danh từ
27012,inlay,inlay; khảm vào,n,danh từ
27013,innate,bẩm sinh,a,tính từ
27014,innidiation,"cư trú tế bào di căn , di sinh ",n,danh từ
27015,innocent,lành tính,a,tính từ
27016,innocuous,"vô hại, lành ",a,tính từ
27017,innominatal,"vô danh (như động mạch vô danh, xương vô danh)  ",a,tính từ
27018,innominate,vô danh,n,danh từ
27019,innoxious,"vô hại, lành",a,tính từ
27020,innutrition,thiếu dinh dưỡng,n,danh từ
27021,inoblast,tế bào liên kết nguyên thủy,n,danh từ
27022,inochondritis,viêm xơ-sụn,n,danh từ
27023,inoculability,có thể tiêm chủng,n,danh từ
27024,inoculable,có thể tiêm chủng,a,tính từ
27025,inoculate,"tiêm chủng, tiếp chủng, ",v,động từ
27026,inoculation,"tiêm chủng, tiếp chủng ",n,danh từ
27027,inoculum,tiêm chủng (chất),n,danh từ
27028,inocyte,tế bào xơ,n,danh từ
27029,inodilator,tăng co cơ và giãn mạch (chất),n,danh từ
27030,inogenesis,hình thành mô xơ,n,danh từ
27031,inogenous,do (sinh) mô xơ ,a,tính từ
27032,inoglia,mô đệm xơ,n,danh từ
27033,inolith,sỏi xơ,n,danh từ
27034,inomyositis,viêm xơ cơ,n,danh từ
27035,inoperable,không thể phẫu thuật,a,tính từ
27036,inophragma,màng nền (gồm dãi Z và dãi M),n,danh từ
27037,inosclerosis,xơ cứng,n,danh từ
27038,inoscopy,chẩn đoán hủy fibrin,n,danh từ
27039,inosculate,tiếp khẩu,v,động từ
27040,inosculation,tiếp khẩu,n,danh từ
27041,inositis,viêm mô xơ,n,danh từ
27042,inositol,Inositol,n,danh từ
27043,inosituria,inositol-niệu,n,danh từ
27044,inostosis,tái sinh mô xương,n,danh từ
27045,inotropic,lực cơ co,a,tính từ
27046,inotropism,hướng lực cơ co,n,danh từ
27047,in ovo,trong trứng,Latin,tiếng La-tinh
27048,inquest,điều tra tử nạn,n,danh từ
27049,inquiline,"động vật ký cư,  động vật ở nhờ",n,danh từ
27050,insalivation,thấm nước bọt thức ăn,n,danh từ
27051,insalubrious,có hại sức khỏe,a,tính từ
27052,insane,"loạn tâm thần, điên","n,a","danh từ, tính từ"
27053,insanitary,mất vệ sinh,n,danh từ
27054,insanity,"loạn tâm thần, bệnh tâm thần",n,danh từ
27055,insect,côn trùng,n,danh từ
27056,Insecta,Côn trùng (lớp),n,danh từ
27057,insectarium,nơi nuôi côn trùng,n,danh từ
27058,insecticide,diệt côn trùng,"n,a","danh từ, tính từ"
27059,insectifuge,khua côn trùng (thuốc),n,danh từ
27060,insectivore,ăn côn trùng (loài),n,danh từ
27061,blastochyle,dịch khoang phôi,n,danh từ
27062,blastocyst,"túi phôi, túi mầm",n,danh từ
27063,blastocyte,"tế bào phôi, phôi bào",n,danh từ
27064,blastocytoma,"u tế bào phôi, u phôi bào",n,danh từ
27065,blastodisc,"đĩa phôi, đĩa mầm ",n,danh từ
27066,blastogeny,diễn biến loài,n,danh từ
27067,blastoma,"u nguyên bào, u tế bào phôi",n,danh từ
27068,blastomatoid,dạng u nguyên bào,a,tính từ
27069,blastomatous,"u nguyên bào , u tế bào phôi ",a,tính từ
27070,blastomere,"tế bào phôi, nguyên bào",n,danh từ
27071,blastomerotomy,"hủy nguyên bào, hủy tế bào phôi ",n,danh từ
27072,blastomyces,nấm blastomyces ,n,danh từ
27073,Blastomycete,Nấm chồi (họ),n,danh từ
27074,blastomycosis,bệnh nấm Blastomyces,n,danh từ
27075,blastoneuropore,ống thần kinh phôi,n,danh từ
27076,blastophyllum,"lá phôi (lá ngoài ,lá giữa, lá trong)",n,danh từ
27077,blastopore,"lỗ phôi, miệng phôi",n,danh từ
27078,blastosphere,"phôi túi, cầu phôi",n,danh từ
27079,blastospore,bào tử chồi,n,danh từ
27080,blastostroma,điểm phôi,n,danh từ
27081,blastulation,hình thành phôi nang,n,danh từ
27082,bleb,"mụn, mụn nước",n,danh từ
27083,bleeder,tạng xuất huyết (người). 2. đại động mạch bị cắt (trong lúc phẫu thuật). 3.trích huyết (người),n,danh từ
27084,bleeding,"chảy máu, xuất huyết ",n,danh từ
27085,[blennadenitis,viêm tuyến niêm,n,danh từ
27086,blennemesis,nôn dịch nhầy,n,danh từ
27087,blennoid,"giống niêm dịch, dạng niêm dịch",a,tính từ
27088,blennothorax,tràn niêm dịch ngực,n,danh từ
27089,blennuria,niêm dịch niệu,n,danh từ
27090,blepharadenitis,viêm tuyến Meibomius,n,danh từ
27091,blepharal,mi mắt,a,tính từ
27092,blepharectomy,cắt mí mắt,n,danh từ
27093,blepharelosis,quặm,n,danh từ
27094,blepharism,co thắt mí,n,danh từ
27095,blepharitis,viêm mí mắt,n,danh từ
27096,blepharoadenitis,chắp,n,danh từ
27097,blepharoadenoma,u tuyến mi,n,danh từ
27098,blepharoatheroma,"u nang bã mí mắt, u nang mí mắt",n,danh từ
27099,blepharochalasis,sa da mí,n,danh từ
27100,blepharoclonus,co giật mi,n,danh từ
27101,blepharoconjunctivitis,viêm kết mạc-mí,n,danh từ
27102,blepharodiastasis,hở khe mi,n,danh từ
27103,blepharoncus,u mí mắt,n,danh từ
27104,blepharopachynsis,dày mí,n,danh từ
27105,blepharophimosis,hẹp khe mi,n,danh từ
27106,blepharoplast,"tiểu thể đáy,thể gốc, hạt gốc",n,danh từ
27107,blepharoplasty,tạo mi,n,danh từ
27108,blepharoplegia,liệt mi,n,danh từ
27109,blepharoptosis,sa mi,n,danh từ
27110,blepharopyorrhea,viêm mắt mủ,n,danh từ
27111,blepharorrhaphy,khâu mi,n,danh từ
27112,blepharospasm,co thắt mí,n,danh từ
27113,blepharosphincterectomy,cắt mí-cơ thắt,n,danh từ
27114,blepharostat,banh mi (cái),n,danh từ
27115,blepharosynechia,dính liền mí,n,danh từ
27116,blepharotomy,mở mí,n,danh từ
27117,blind,"mù, chột",a,tính từ
27118,blindgut,manh tràng,n,danh từ
27119,blindness,mù,n,danh từ
27120,blister,mụn nước,n,danh từ
27121,blockade,"hãm, chẹn, nghẽn ",n,danh từ
27122,blockage,"chẹn, hãm, tắc , nghẽn",n,danh từ
27123,blocker,"chất phong tỏa, chất ức chế",n,danh từ
27124,blood,nhuốm máu ; máu,"n,a","danh từ, tính từ"
27125,bloodroot,cỏ rễ máu,n,danh từ
27126,bloom,nở hoa ; phấn (quả),n,danh từ
27127,blotch,"vết, sưng đỏ",n,danh từ
27128,blotting,thấm hút,n,danh từ
27129,blowpipe,mỏ hàn,n,danh từ
27130,blue,xanh (màu),"n,a","danh từ, tính từ"
27131,blur,mờ (làm),v,động từ
27132,blush,cơn đỏ mặt,n,danh từ
27133,board,"ban, hội đồng.  2. tấm ván",n,danh từ
27134,bobbing,nhấp nhô (động tác),n,danh từ
27135,bodenplatte,sàn ống thần kinh,n,danh từ
27136,bodies,chất tạo  xeton,acetone,acetone
27137,bodies,hạt Auer,Auer,Auer
27138,bodies,vòng Cabot,Cabot’s ring,Cabot’s ring
27139,bodies,đảo Langerhans,Latinangerhans’,tiếng La-tinhangerhans’
27140,bodies,hạt gạo,rice,rice
27141,body,"thân thể, thể, thi hài , bộ, khối",n,danh từ
27142,body,dị vật,foreign,foreign
27143,body,thùy sau tuyến yên,infundibular,infundibular
27144,body,tuyến cảnh,intercarotid,intercarotid
27145,body,trám hành,olivary,olivary
27146,body,tuyến thượng thận,suprarenal,suprarenal
27147,body,tuyến giáp,thyroid,thyroid
27148,body of cheek,khối mỡ đệm má,adipose,adipose
27149,boil,"đinh, nhọt",n,danh từ
27150,bomb,"bom, bình",n,danh từ
27151,bombard,bắn phá,v,động từ
27152,bombardment,bắn phá,n,danh từ
27153,bond,"liên kết , cầu nối",n,danh từ
27154,bonding,"liên kết , ",n,danh từ
27155,bone,xương,n,danh từ
